5.24594,0.43114,0.3599,0
5.98226,0.75671,0.90983,0
5.91996,0.55703,0.55713,0
5.57094,0.65971,0.10959,0
5.05831,0.77493,0.64601,0
5.30073,0.70823,0.59061,0
5.68746,0.93852,0.26918,0
5.56796,0.95536,0.99047,0
5.98218,0.91573,0.31806,0
5.17969,0.83793,0.06408,0
5.27491,0.61887,0.84724,0
5.33584,0.33356,0.68045,0
5.58901,0.64676,0.31608,0
5.49719,0.0402,0.09288,0
5.47628,0.82369,0.30188,0
5.26793,0.8382,0.93604,0
5.67688,0.28196,0.10247,0
5.02448,0.1947,0.46577,0
5.01977,0.67798,0.47579,0
5.36943,8E-05,0.84098,0
5.59177,0.74027,0.71909,0
5.49305,0.29603,0.04084,0
5.26235,0.72247,0.44137,0
5.96556,0.71172,0.06147,0
5.27453,0.19027,0.89832,0
5.1763,0.09168,0.13167,0
5.68859,0.71425,0.07753,0
5.38202,0.50281,0.55597,0
5.96161,0.25043,0.42417,0
5.38147,0.31607,0.65558,0
5.20466,0.21958,0.64668,0
5.4751,0.90543,0.29993,0
5.37379,0.98323,0.52766,0
5.26104,0.00558,0.11573,0
5.49466,0.71132,0.57024,0
5.04101,0.74996,0.00443,0
5.56745,0.84347,0.5863,0
5.34411,0.68084,0.28583,0
5.76345,0.20974,0.23746,0
5.16313,0.53144,0.0456,0
5.61667,0.88088,0.4064,0
5.78579,0.7609,0.49214,0
5.41478,0.79943,0.28484,0
5.59839,0.80251,0.10845,0
5.60401,0.42756,0.70867,0
5.9618,0.88736,0.79149,0
5.98573,0.9206,0.50047,0
5.41974,0.81402,0.4726,0
5.06928,0.86055,0.53874,0
5.36085,0.71165,0.69569,0
5.06248,0.21066,0.45179,0
5.48206,0.64437,0.1247,0
5.70933,0.70887,0.95043,0
5.0781,0.62622,0.95053,0
5.71959,0.96906,0.04096,0
5.47786,0.7401,0.25328,0
5.57716,0.80165,0.32238,0
5.44597,0.1774,0.61084,0
5.54513,0.19693,0.06685,0
5.9338,0.71651,0.90035,0
5.9534,0.05393,0.08777,0
5.58915,0.53591,0.59185,0
5.65665,0.12195,0.78319,0
5.58397,0.25247,0.17849,0
5.84106,0.90763,0.29438,0
5.54994,0.70015,0.84496,0
5.43164,0.59142,0.12045,0
5.28546,0.7837,0.91001,0
5.3733,0.61651,0.03326,0
5.84096,0.93693,0.44744,0
5.05785,0.77553,0.99236,0
5.05008,0.1247,0.57229,0
5.86276,0.13044,0.43315,0
5.44911,0.8212,0.61815,0
5.4701,0.99318,0.54917,0
5.14389,0.6049,0.26977,0
5.31645,0.99519,0.49678,0
5.22189,0.50216,0.12509,0
5.7799,0.66794,0.27023,0
5.17777,0.21585,0.9194,0
5.55859,0.8157,0.18502,0
5.33574,0.52612,0.47695,0
5.18613,0.79099,0.78293,0
5.72209,0.68718,0.5697,0
5.41181,0.98252,0.77022,0
5.5023,0.81536,0.79051,0
5.36083,0.22941,0.01161,0
5.76349,0.5245,0.94174,0
5.95066,0.83595,0.27336,0
5.86726,0.27018,0.45675,0
5.30206,0.68499,0.91459,0
5.51374,0.89053,0.0055,0
5.43313,0.13435,0.46706,0
5.07223,0.95776,0.81392,0
5.48683,0.59436,0.30801,0
5.92708,0.81008,0.51964,0
5.35487,0.2776,0.85258,0
5.47972,0.81693,0.98644,0
5.9078,0.79509,0.2912,0
5.24328,0.38508,0.69017,0
0.20358,5.31887,0.52081,1
0.32618,5.42003,0.00219,1
0.65511,5.89807,0.092,1
0.76471,5.06917,0.68101,1
0.32345,5.2886,0.27165,1
0.19769,5.27666,0.93014,1
0.63373,5.02358,0.02587,1
0.75372,5.51239,0.99258,1
0.60417,5.82234,0.86806,1
0.92816,5.60595,0.09543,1
0.71431,5.18985,0.74927,1
0.77689,5.86865,0.63889,1
0.29311,5.16065,0.17433,1
0.30582,5.27197,0.91201,1
0.42765,5.59016,0.20842,1
0.17157,5.15626,0.52833,1
0.71479,5.71011,0.51844,1
0.36106,5.60955,0.3615,1
0.6643,5.44986,0.80648,1
0.52822,5.72201,0.59769,1
0.13413,5.72695,0.29212,1
0.99656,5.05041,0.87933,1
0.93174,5.54657,0.41996,1
0.63276,5.90458,0.11601,1
0.75581,5.32792,0.75161,1
0.11386,5.32607,0.92223,1
0.78416,5.4326,0.66608,1
0.33973,5.21337,0.89583,1
0.577,5.35325,0.5803,1
0.38777,5.11259,0.41879,1
0.83242,5.76489,0.43864,1
0.57664,5.17168,0.54501,1
0.61989,5.43108,0.53975,1
0.3291,5.23983,0.6097,1
0.10837,5.08203,0.80553,1
0.40243,5.60525,0.28163,1
0.60989,5.55044,0.12379,1
0.88424,5.74406,0.28941,1
0.93161,5.79441,0.51358,1
0.39629,5.41957,0.69715,1
0.29903,5.54397,0.43398,1
0.00117,5.80034,0.13969,1
0.67736,5.17917,0.15623,1
0.2066,5.49397,0.89499,1
0.38248,5.45506,0.19277,1
0.05638,5.23135,0.13134,1
0.0903,5.17457,0.74801,1
0.29867,5.77788,0.56215,1
0.295,5.94817,0.02082,1
0.14924,5.64502,0.37727,1
0.03143,5.2236,0.01152,1
0.8426,5.03007,0.69586,1
0.17572,5.1072,0.28169,1
0.66584,5.72507,0.42607,1
0.1254,5.40329,0.05647,1
0.2288,5.50176,0.289,1
0.09664,5.87523,0.56306,1
0.38224,5.30599,0.245,1
0.94914,5.00035,0.76609,1
0.87183,5.70617,0.85217,1
0.11887,5.52813,0.53415,1
0.77896,5.17517,0.27037,1
0.88347,5.53988,0.425,1
0.49691,5.88067,0.12415,1
0.84965,5.42446,0.4495,1
0.32193,5.17328,0.37459,1
0.50568,5.0662,0.44641,1
0.73182,5.0526,0.76979,1
0.81422,5.64919,0.91761,1
0.76652,5.89346,0.02971,1
0.92977,5.30388,0.40103,1
0.42952,5.54697,0.19694,1
0.89193,5.34644,0.22812,1
0.78609,5.34533,0.96188,1
0.864,5.59972,0.99457,1
0.43891,5.53259,0.88152,1
0.7955,5.62721,0.82708,1
0.3915,5.36615,0.63997,1
0.40576,5.38705,0.47552,1
0.76435,5.96474,0.52599,1
0.35276,5.11695,0.64642,1
0.39528,5.56714,0.57678,1
0.72312,5.42014,0.8775,1
0.25256,5.43001,0.82684,1
0.14648,5.71959,0.72088,1
0.48453,5.86782,0.45288,1
0.77523,5.37531,0.1166,1
0.03609,5.97102,0.26625,1
0.20263,5.53827,0.93773,1
0.76107,5.02376,0.15992,1
0.72142,5.12757,0.3817,1
0.70213,5.43333,0.22838,1
0.31546,5.46872,0.03258,1
0.41779,5.71579,0.11245,1
0.00403,5.54294,0.1972,1
0.00024,5.24502,0.64657,1
0.91909,5.92123,0.51924,1
0.02265,5.98913,0.58943,1
0.40939,5.31667,0.14592,1
0.38017,5.19265,0.02887,1
0.63905,0.96205,5.39638,2
0.71758,0.53114,5.30243,2
0.44514,0.44435,5.28626,2
0.4925,0.16906,5.39909,2
0.4203,0.35744,5.65952,2
0.00415,0.03206,5.42808,2
0.06905,0.20239,5.29325,2
0.29116,0.84198,5.10252,2
0.64068,0.69877,5.13845,2
0.79227,0.29274,5.11666,2
