1.53255,0.94659,0.39548,0
1.35766,0.10602,0.2849,0
1.4364,0.01626,0.16319,0
1.49226,0.35633,0.0571,0
1.37792,0.04335,0.61773,0
1.16666,0.32204,0.62688,0
1.82945,0.0606,0.72823,0
1.52791,0.57695,0.88309,0
1.78546,0.52048,0.28447,0
1.78335,0.26327,0.55173,0
1.92127,0.8478,0.47108,0
1.52524,0.35723,0.95812,0
1.04032,0.16595,0.95013,0
1.61245,0.99353,0.19714,0
1.85735,0.67311,0.20464,0
1.77355,0.78139,0.96855,0
1.20488,0.17637,0.90244,0
1.3428,0.80594,0.45542,0
1.74419,0.00464,0.36964,0
1.51238,0.5722,0.58554,0
1.00043,0.65305,0.753,0
1.61147,0.57099,0.50854,0
1.58602,0.85268,0.68612,0
1.65961,0.12634,0.1561,0
1.67675,0.21699,0.06707,0
1.53109,0.67057,0.90384,0
1.67845,0.01192,0.73909,0
1.31592,0.57846,0.08689,0
1.64929,0.57848,0.04186,0
1.01566,0.78105,0.35259,0
1.58848,0.52794,0.59375,0
1.36459,0.61202,0.34048,0
1.44415,0.24588,0.10212,0
1.69611,0.18753,0.92871,0
1.28243,0.54527,0.05004,0
1.74634,0.66605,0.58894,0
1.38835,0.2131,0.33408,0
1.4658,0.83394,0.56028,0
1.84645,0.68451,0.07459,0
1.6661,0.96218,0.99252,0
1.46668,0.57036,0.07163,0
1.33353,0.07113,0.5984,0
1.56234,0.31215,0.60497,0
1.7266,0.08694,0.42469,0
1.80173,0.98234,0.82439,0
1.81037,0.03349,0.03319,0
1.03685,0.90295,0.91242,0
1.45292,0.62731,0.56795,0
1.01851,0.12269,0.694,0
1.03347,0.51814,0.92752,0
0.26589,1.77805,0.2837,1
0.1096,1.22943,0.61716,1
0.85708,1.94891,0.47415,1
0.45164,1.184,0.3539,1
0.98398,1.66175,0.12616,1
0.90939,1.66407,0.85159,1
0.73589,1.03608,0.65102,1
0.0414,1.62925,0.05923,1
0.08009,1.01376,0.94305,1
0.50369,1.31501,0.94844,1
0.90439,1.52887,0.79401,1
0.67745,1.46071,0.3089,1
0.14099,1.69213,0.75291,1
0.20723,1.9533,0.08458,1
0.55904,1.58521,0.71895,1
0.55853,1.46894,0.96555,1
0.44178,1.10913,0.45862,1
0.84241,1.29759,0.48206,1
0.2765,1.22449,0.14879,1
0.22448,1.02951,0.21567,1
0.67411,1.35339,0.63389,1
0.52571,1.54725,0.65513,1
0.55989,1.30652,0.20105,1
0.81727,1.7684,0.97195,1
0.09868,1.52866,0.08278,1
0.56644,1.48236,0.04404,1
0.34027,1.52157,0.54482,1
0.9775,1.06191,0.20588,1
0.48982,1.06198,0.23128,1
0.31195,1.40096,0.23621,1
0.1601,1.91651,0.66262,1
0.53724,1.53312,0.59991,1
0.45069,1.03334,0.03796,1
0.06383,1.99864,0.16242,1
0.7645,1.62452,0.34073,1
0.48667,1.74373,0.76893,1
0.39928,1.71006,0.74214,1
0.10476,1.8842,0.50794,1
0.67085,1.69661,0.29148,1
0.42801,1.03588,0.48527,1
0.42384,1.24793,0.90557,1
0.96483,1.65717,0.85189,1
0.30933,1.56144,0.99554,1
0.48288,1.11575,0.44902,1
0.00608,1.27644,0.52293,1
0.3824,1.213,0.43739,1
0.86516,1.00315,0.31825,1
0.46235,1.91267,0.69089,1
0.49408,1.05534,0.03231,1
0.15468,1.86639,0.83651,1
0.30842,0.02268,1.99745,2
0.55268,0.63999,1.75071,2
0.25685,0.79967,1.96735,2
0.48884,0.17734,1.18229,2
0.7734,0.9164,1.59431,2
0.29312,0.09867,1.60776,2
0.98501,0.28846,1.48361,2
0.8541,0.56285,1.03273,2
0.16702,0.96149,1.33526,2
0.21467,0.47076,1.60182,2
0.81958,0.15465,1.69505,2
0.15902,0.17445,1.09307,2
0.45156,0.4534,1.63646,2
0.77222,0.12554,1.41333,2
0.47004,0.37632,1.82581,2
0.13596,0.68896,1.99627,2
0.09658,0.20096,1.95667,2
0.42455,0.16966,1.57793,2
0.3529,0.45433,1.45982,2
0.96473,0.38566,1.6785,2
0.41545,0.04218,1.32892,2
0.36553,0.66926,1.02269,2
0.48723,0.61437,1.74195,2
0.50124,0.84155,1.64528,2
0.9713,0.21279,1.16291,2
0.07028,0.38406,1.18654,2
0.20691,0.03106,1.27253,2
0.33899,0.11809,1.26979,2
0.64515,0.39503,1.98499,2
0.11712,0.80612,1.72012,2
0.63325,0.48684,1.06774,2
0.95796,0.35677,1.08336,2
0.08441,0.10451,1.70706,2
0.80312,0.64873,1.07458,2
0.25432,0.59534,1.35941,2
0.31139,0.45325,1.95687,2
0.41502,0.28262,1.07027,2
0.27329,0.75781,1.3546,2
0.40596,0.07646,1.92409,2
0.05912,0.72038,1.27423,2
0.0377,0.37011,1.80826,2
0.02183,0.86799,1.35471,2
0.57754,0.01334,1.85602,2
0.07955,0.98587,1.27955,2
0.47948,0.40379,1.38234,2
0.19795,0.08467,1.52275,2
0.91038,0.33376,1.94178,2
0.02812,0.7021,1.5235,2
0.64985,0.35996,1.72903,2
0.71314,0.552,1.28031,2
